28.744312,77.128372
28.744254,77.128202
28.744098,77.12753
28.743893,77.126352
28.743544,77.124689
28.743283,77.122887
28.743303,77.122627
28.743361,77.122316
28.74354,77.121764
28.743894,77.121098
28.744303,77.120463
28.744481,77.120195
28.744555,77.119989
28.74456,77.11953
28.744473,77.118988
28.744964,77.117214
28.745183,77.116447
28.745277,77.116076
28.745288,77.115875
28.74521,77.11553
28.745057,77.115159
28.744832,77.114657
28.744808,77.113817
28.744949,77.113042
28.745184,77.112179
28.745227,77.111936
28.745313,77.110558
28.745468,77.109576
28.74553,77.108629
28.745606,77.106506
28.745474,77.104225
28.74226,77.104067
28.74201,77.104186
28.741793,77.10454
28.74105,77.105887
28.740812,77.106333
28.739536,77.108636
28.739407,77.108823
28.738363,77.109467
28.73785,77.110057
28.736785,77.111675
28.735083,77.114174
28.733079,77.117003
28.731946,77.118584
28.730524,77.117282
28.729393,77.116302
28.727335,77.114386
28.724069,77.111454
28.72255,77.110108
28.720137,77.107976
28.72128,77.106642
28.722226,77.105493
28.723147,77.104096
28.724278,77.102597
28.725347,77.100921
28.727084,77.098444
28.729431,77.095083
28.731961,77.091317
28.733316,77.089356
28.734563,77.08756
28.738338,77.08214
28.739596,77.079377
28.741804,77.074133
28.744238,77.068512
28.747229,77.062909
28.751542,77.054676
28.756434,77.057089
28.760686,77.058889
28.762191,77.059276
28.763619,77.059834
28.765056,77.060911
28.766114,77.061989
28.768722,77.063292
28.774772,77.066242
28.780695,77.069059
28.781881,77.069551
28.783465,77.070273
28.785943,77.071837
28.785098,77.071979
28.78081,77.07758
28.778756,77.080485
28.774805,77.086265
28.772613,77.090629
28.768058,77.099794
28.767332,77.101074
28.765973,77.103248
28.765144,77.104485
28.763499,77.106043
28.760526,77.109303
28.758385,77.111825
28.755356,77.115778
28.755366,77.115874
28.752931,77.119055
28.750415,77.122285
28.749788,77.12311
28.748296,77.12502
28.748003,77.125435
28.747654,77.125796
28.746987,77.126417
28.746731,77.126761
28.746153,77.127236
28.745356,77.127714
28.74446,77.12828
